number,title,issn,eissn,publisher
8693,JOURNAL OF THE INSTITUTE OF MATHEMATICS OF JUSSIEU,14747480,14753030,CAMBRIDGE UNIV PRESS
8694,JOURNAL OF THE INTERNATIONAL AIDS SOCIETY,,17582652,JOHN WILEY & SONS LTD
8695,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,13556177,14697661,CAMBRIDGE UNIV PRESS
8696,JOURNAL OF THE INTERNATIONAL PHONETIC ASSOCIATION,00251003,14753502,CAMBRIDGE UNIV PRESS
8697,JOURNAL OF THE INTERNATIONAL SOCIETY OF SPORTS NUTRITION,,15502783,TAYLOR & FRANCIS INC
8698,JOURNAL OF THE IRANIAN CHEMICAL SOCIETY,1735207X,17352428,SPRINGER
8699,JOURNAL OF THE JAPAN INSTITUTE OF METALS AND MATERIALS,00214876,18806880,JAPAN INST METALS & MATERIALS
8700,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,13468804,1349273X,JAPAN PETROLEUM INST
8701,JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES,08891583,10958681,
8702,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,1341027X,18816681,JAPAN SOC FOOD SCIENCE TECHNOLOGY
8703,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,00228567,19372353,KANSAS ENTOMOLOGICAL SOC
8704,JOURNAL OF THE KOREAN ASTRONOMICAL SOCIETY,12254614,12254614,KOREAN ASTRONOMICAL SOCIETY
8705,JOURNAL OF THE KOREAN CERAMIC SOCIETY,12297801,22340491,SPRINGER HEIDELBERG
8706,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,03049914,22343008,KOREAN MATHEMATICAL SOC
8707,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,03744884,19768524,KOREAN PHYSICAL SOC
8708,JOURNAL OF THE KOREAN STATISTICAL SOCIETY,12263192,20052863,SPRINGER HEIDELBERG
8709,JOURNAL OF THE LEARNING SCIENCES,10508406,15327809,
8710,JOURNAL OF THE LEPIDOPTERISTS SOCIETY,00240966,,LEPIDOPTERISTS SOC
8711,JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES,00246107,14697750,WILEY
8712,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,00253154,14697769,CAMBRIDGE UNIV PRESS
8713,JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,00255645,,MATH SOC JAPAN
8714,JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,17516161,18780180,ELSEVIER
8715,JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,00225096,18734782,PERGAMON-ELSEVIER SCIENCE LTD
8716,JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,15365050,15589439,MEDICAL LIBRARY ASSOC
8717,JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,00261165,21869057,METEOROLOGICAL SOC JAPAN
8718,JOURNAL OF THE MEXICAN CHEMICAL SOCIETY,1870249X,16659686,SOC QUIMICA MEXICO
8719,JOURNAL OF THE MIDWEST MODERN LANGUAGE ASSOCIATION,07425562,21626294,
8720,JOURNAL OF THE MUSICAL ARTS IN AFRICA,18121004,2070626X,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8721,JOURNAL OF THE NATIONAL COMPREHENSIVE CANCER NETWORK,15401405,15401413,HARBORSIDE PRESS
8722,JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,00279684,19434693,ELSEVIER SCIENCE INC
8723,JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,13914588,23620161,
8724,JOURNAL OF THE NEUROLOGICAL SCIENCES,0022510X,18785883,ELSEVIER
8725,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,01605682,14769360,TAYLOR & FRANCIS LTD
8726,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,10847529,15208532,OPTICA PUBLISHING GROUP
8727,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,07403224,15208540,OPTICA PUBLISHING GROUP
8728,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,00309982,00309982,PAKISTAN MEDICAL ASSOC
8729,JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,05529360,05529360,SAGE PUBLICATIONS INDIA PVT LTD
8730,JOURNAL OF THE PEDIATRIC INFECTIOUS DISEASES SOCIETY,20487193,20487207,OXFORD UNIV PRESS
8731,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,10859489,15298027,WILEY
8732,JOURNAL OF THE PHILOSOPHY OF HISTORY,1872261X,18722636,BRILL
8733,JOURNAL OF THE PHILOSOPHY OF SPORT,00948705,15432939,
8734,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,00319015,13474073,PHYSICAL SOC JAPAN
8735,JOURNAL OF THE POLYNESIAN SOCIETY,00324000,22305955,POLYNESIAN SOC INC
8736,JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,1938663X,19386648,PROFESSIONAL ASSOC CACTUS DEVELOPMENT
8737,JOURNAL OF THE RAMANUJAN MATHEMATICAL SOCIETY,09701249,23203110,RAMANUJAN MATHEMATICAL SOC
8738,JOURNAL OF THE RENIN- ANGIOTENSIN-ALDOSTERONE SYSTEM,14703203,17528976,SAGE PUBLICATIONS INC
8739,JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,13590987,14679655,WILEY
8740,JOURNAL OF THE ROYAL ASIATIC SOCIETY,13561863,14740591,CAMBRIDGE UNIV PRESS
8741,JOURNAL OF THE ROYAL MUSICAL ASSOCIATION,02690403,14716933,CAMBRIDGE UNIV PRESS
8742,JOURNAL OF THE ROYAL SOCIETY INTERFACE,17425689,17425662,ROYAL SOC
8743,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,01410768,17581095,SAGE PUBLICATIONS LTD
8744,JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,03036758,11758899,TAYLOR & FRANCIS LTD
8745,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,09641998,1467985X,OXFORD UNIV PRESS
8746,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,13697412,14679868,OXFORD UNIV PRESS
8747,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,00359254,14679876,OXFORD UNIV PRESS
8748,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,00225142,10970010,WILEY
8749,JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,03525139,03525139,SERBIAN CHEMICAL SOC
8750,JOURNAL OF THE SOCIETY FOR AMERICAN MUSIC,17521963,17521971,CAMBRIDGE UNIV PRESS
8751,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10710922,19383657,WILEY
8752,JOURNAL OF THE SOCIETY FOR SOCIAL WORK AND RESEARCH,23342315,1948822X,UNIV CHICAGO PRESS
8753,JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS,00379808,21505926,SOC ARCHITECTURAL HISTORIANS
8754,JOURNAL OF THE SOCIETY OF CHRISTIAN ETHICS,15407942,23262176,SOC CHRISTIAN ETHICS
8755,JOURNAL OF THE SOCIETY OF LEATHER TECHNOLOGISTS AND CHEMISTS,01440322,01440322,SOC LEATHER TECHNOL CHEMISTS
8756,JOURNAL OF THE SOUTH AFRICAN INSTITUTION OF CIVIL ENGINEERING,10212019,23098775,SAICE-SAISI
8757,JOURNAL OF THE SOUTH AFRICAN VETERINARY ASSOCIATION,10199128,22249435,MEDPHARM PUBLICATIONS PTY LTD
8758,JOURNAL OF THE SOUTHERN AFRICAN INSTITUTE OF MINING AND METALLURGY,22256253,24119717,SOUTHERN AFRICAN INST MINING METALLURGY
8759,JOURNAL OF THE SOUTHWEST,08948410,21581371,UNIV ARIZONA
8760,JOURNAL OF THE TAIWAN INSTITUTE OF CHEMICAL ENGINEERS,18761070,18761089,ELSEVIER
8761,JOURNAL OF THE TEXTILE INSTITUTE,00405000,17542340,TAYLOR & FRANCIS LTD
8762,JOURNAL OF THE TORREY BOTANICAL SOCIETY,10955674,19400616,TORREY BOTANICAL SOC
8763,JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,00754390,20440014,WARBURG INST
8764,JOURNAL OF THE WEST,00225169,19300115,ABC-CLIO
8765,JOURNAL OF THE WORLD AQUACULTURE SOCIETY,08938849,17497345,WILEY
8766,JOURNAL OF THEOLOGICAL STUDIES,00225185,14774607,OXFORD UNIV PRESS
8767,JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH,07181876,07181876,MDPI
8768,JOURNAL OF THEORETICAL AND APPLIED MECHANICS,14292955,14292955,POLISH SOC THEORETICAL & APPLIED MECHANICS
8769,JOURNAL OF THEORETICAL AND COMPUTATIONAL ACOUSTICS,25917285,25917811,
8770,JOURNAL OF THEORETICAL BIOLOGY,00225193,10958541,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
8771,JOURNAL OF THEORETICAL POLITICS,09516298,14603667,SAGE PUBLICATIONS LTD
8772,JOURNAL OF THEORETICAL PROBABILITY,08949840,15729230,SPRINGER/PLENUM PUBLISHERS
8773,JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,13886150,15882926,SPRINGER
8774,JOURNAL OF THERMAL BIOLOGY,03064565,18790992,PERGAMON-ELSEVIER SCIENCE LTD
8775,JOURNAL OF THERMAL SCIENCE AND ENGINEERING APPLICATIONS,19485085,19485093,ASME
8776,JOURNAL OF THERMAL SCIENCE AND TECHNOLOGY,18805566,18805566,JAPAN SOC MECHANICAL ENGINEERS
8777,JOURNAL OF THERMAL SCIENCE,10032169,1993033X,SPRINGER
8778,JOURNAL OF THERMAL SPRAY TECHNOLOGY,10599630,15441016,SPRINGER
8779,JOURNAL OF THERMAL STRESSES,01495739,1521074X,TAYLOR & FRANCIS INC
8780,JOURNAL OF THERMOPHYSICS AND HEAT TRANSFER,08878722,15336808,AMER INST AERONAUTICS ASTRONAUTICS
8781,JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS,08927057,15307980,SAGE PUBLICATIONS LTD
8782,JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,00225223,1097685X,MOSBY-ELSEVIER
8783,JOURNAL OF THORACIC DISEASE,20721439,20776624,AME PUBLISHING COMPANY
8784,JOURNAL OF THORACIC IMAGING,08835993,15360237,LIPPINCOTT WILLIAMS & WILKINS
8785,JOURNAL OF THORACIC ONCOLOGY,15560864,15561380,ELSEVIER SCIENCE INC
8786,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,15387933,15387836,ELSEVIER SCIENCE INC
8787,JOURNAL OF THROMBOSIS AND THROMBOLYSIS,09295305,1573742X,SPRINGER
8788,JOURNAL OF TIME SERIES ANALYSIS,01439782,14679892,WILEY
8789,JOURNAL OF TISSUE ENGINEERING AND REGENERATIVE MEDICINE,19326254,19327005,WILEY
8790,JOURNAL OF TISSUE ENGINEERING,20417314,20417314,SAGE PUBLICATIONS INC
8791,JOURNAL OF TISSUE VIABILITY,0965206X,18764746,ELSEVIER SCI LTD
8792,JOURNAL OF TOPOLOGY AND ANALYSIS,17935253,17937167,WORLD SCIENTIFIC PUBL CO PTE LTD
8793,JOURNAL OF TOPOLOGY,17538416,17538424,WILEY
8794,JOURNAL OF TOURISM AND CULTURAL CHANGE,14766825,17477654,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8795,JOURNAL OF TOXICOLOGIC PATHOLOGY,09149198,1881915X,
8796,JOURNAL OF TOXICOLOGICAL SCIENCES,03881350,18803989,JAPANESE SOC TOXICOLOGICAL SCIENCES
8797,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A- CURRENT ISSUES,15287394,10872620,TAYLOR & FRANCIS INC
8798,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B- CRITICAL REVIEWS,10937404,15216950,TAYLOR & FRANCIS INC
8799,JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,0946672X,18783252,ELSEVIER GMBH
8800,JOURNAL OF TRADITIONAL AND COMPLEMENTARY MEDICINE,22254110,22254110,ELSEVIER
8801,JOURNAL OF TRADITIONAL CHINESE MEDICINE,02552922,15777014,
8802,JOURNAL OF TRANSCULTURAL NURSING,10436596,15527832,SAGE PUBLICATIONS INC
8803,JOURNAL OF TRANSLATIONAL INTERNAL MEDICINE,2450131X,22244018,SCIENDO
8804,JOURNAL OF TRANSLATIONAL MEDICINE,,14795876,BMC
8805,JOURNAL OF TRANSPORT & HEALTH,22141405,22141413,ELSEVIER SCI LTD
8806,JOURNAL OF TRANSPORT AND LAND USE,19387849,19387849,"UNIV MINNESOTA, CENTER TRANSPORTATION STUDIES"
8807,JOURNAL OF TRANSPORT ECONOMICS AND POLICY,00225258,17545951,UNIV BATH
8808,JOURNAL OF TRANSPORT GEOGRAPHY,09666923,18731236,ELSEVIER SCI LTD
8809,JOURNAL OF TRANSPORTATION ENGINEERING PART A-SYSTEMS,24732907,24732893,ASCE-AMER SOC CIVIL ENGINEERS
8810,JOURNAL OF TRANSPORTATION ENGINEERING PART B-PAVEMENTS,,25735438,ASCE-AMER SOC CIVIL ENGINEERS
8811,JOURNAL OF TRANSPORTATION SAFETY & SECURITY,19439962,19439970,TAYLOR & FRANCIS INC
8812,JOURNAL OF TRAUMA & DISSOCIATION,15299732,15299740,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8813,JOURNAL OF TRAUMA AND ACUTE CARE SURGERY,21630755,21630763,LIPPINCOTT WILLIAMS & WILKINS
8814,JOURNAL OF TRAUMA NURSING,10787496,19323883,LIPPINCOTT WILLIAMS & WILKINS
8815,JOURNAL OF TRAUMATIC STRESS,08949867,15736598,WILEY
8816,JOURNAL OF TRAVEL & TOURISM MARKETING,10548408,15407306,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8817,JOURNAL OF TRAVEL MEDICINE,11951982,17088305,OXFORD UNIV PRESS INC
8818,JOURNAL OF TRAVEL RESEARCH,00472875,15526763,SAGE PUBLICATIONS INC
8819,JOURNAL OF TRIBOLOGY- TRANSACTIONS OF THE ASME,07424787,15288897,ASME
8820,JOURNAL OF TROPICAL ECOLOGY,02664674,14697831,CAMBRIDGE UNIV PRESS
8821,JOURNAL OF TROPICAL FOREST SCIENCE,01281283,25219847,FOREST RESEARCH INST MALAYSIA
8822,JOURNAL OF TROPICAL MEDICINE,16879686,16879694,WILEY
8823,JOURNAL OF TROPICAL METEOROLOGY,10068775,10068775,
8824,JOURNAL OF TROPICAL PEDIATRICS,01426338,14653664,OXFORD UNIV PRESS
8825,JOURNAL OF TURBOMACHINERY- TRANSACTIONS OF THE ASME,0889504X,15288900,ASME
8826,JOURNAL OF TURBULENCE,14685248,14685248,TAYLOR & FRANCIS LTD
8827,JOURNAL OF ULTRASOUND IN MEDICINE,02784297,15509613,WILEY
8828,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,0948695X,09486968,"GRAZ UNIV TECHNOLGOY, INST INFORMATION SYSTEMS COMPUTER MEDIA-IICM"
8829,JOURNAL OF URBAN AFFAIRS,07352166,14679906,
8830,JOURNAL OF URBAN ECONOMICS,00941190,10959068,ACADEMIC PRESS INC ELSEVIER SCIENCE
8831,JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,10993460,14682869,SPRINGER
8832,JOURNAL OF URBAN HISTORY,00961442,15526771,SAGE PUBLICATIONS INC
8833,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,07339488,19435444,ASCE-AMER SOC CIVIL ENGINEERS
8834,JOURNAL OF URBAN TECHNOLOGY,10630732,14661853,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8835,JOURNAL OF UROLOGY,00225347,15273792,LIPPINCOTT WILLIAMS & WILKINS
8836,JOURNAL OF VACATION MARKETING,13567667,14791870,SAGE PUBLICATIONS LTD
8837,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,07342101,15208559,A V S AMER INST PHYSICS
8838,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,21662746,21662754,A V S AMER INST PHYSICS
8839,JOURNAL OF VALUE INQUIRY,00225363,15730492,SPRINGER
8840,JOURNAL OF VASCULAR ACCESS,11297298,17246032,SAGE PUBLICATIONS LTD
8841,JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,10510443,15357732,ELSEVIER SCIENCE INC
8842,JOURNAL OF VASCULAR RESEARCH,10181172,14230135,KARGER
8843,JOURNAL OF VASCULAR SURGERY,07415214,10976809,MOSBY-ELSEVIER
8844,JOURNAL OF VASCULAR SURGERY- VENOUS AND LYMPHATIC DISORDERS,2213333X,2213333X,ELSEVIER
8845,JOURNAL OF VECTOR BORNE DISEASES,09729062,09729062,
8846,JOURNAL OF VECTOR ECOLOGY,10811710,19487134,SOC VECTOR ECOLOGY
8847,JOURNAL OF VEGETATION SCIENCE,11009233,16541103,WILEY
8848,JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,,16789199,CEVAP-SAO PAULO STATE UNIV- UNESP
8849,JOURNAL OF VERTEBRATE BIOLOGY,26947684,26947684,INST VERTEBRATE BIOLOGY AS CR
8850,JOURNAL OF VERTEBRATE PALEONTOLOGY,02724634,19372809,TAYLOR & FRANCIS INC
8851,JOURNAL OF VESTIBULAR RESEARCH- EQUILIBRIUM & ORIENTATION,09574271,18786464,IOS PRESS
8852,JOURNAL OF VETERINARY BEHAVIOR- CLINICAL APPLICATIONS AND RESEARCH,15587878,18787517,ELSEVIER SCIENCE INC
8853,JOURNAL OF VETERINARY CARDIOLOGY,17602734,18750834,ELSEVIER
8854,JOURNAL OF VETERINARY DENTISTRY,08987564,24704083,SAGE PUBLICATIONS INC
8855,JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION,10406387,19434936,SAGE PUBLICATIONS INC
8856,JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,14793261,14764431,WILEY
8857,JOURNAL OF VETERINARY INTERNAL MEDICINE,08916640,19391676,WILEY
8858,JOURNAL OF VETERINARY MEDICAL EDUCATION,0748321X,19437218,UNIV TORONTO PRESS INC
8859,JOURNAL OF VETERINARY MEDICAL SCIENCE,09167250,13477439,JAPAN SOC VET SCI
8860,JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS,01407783,13652885,WILEY
8861,JOURNAL OF VETERINARY RESEARCH,24507393,24508608,SCIENDO
8862,JOURNAL OF VETERINARY SCIENCE,1229845X,1976555X,KOREAN SOC VETERINARY SCIENCE
8863,JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME,10489002,15288927,ASME
8864,JOURNAL OF VIBRATION AND CONTROL,10775463,17412986,SAGE PUBLICATIONS LTD
8865,JOURNAL OF VIBRATION ENGINEERING & TECHNOLOGIES,25233920,25233939,SPRINGER HEIDELBERG
8866,JOURNAL OF VICTORIAN CULTURE,13555502,17500133,OXFORD UNIV PRESS
8867,JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,10835601,15480585,WILEY
8868,JOURNAL OF VIRAL HEPATITIS,13520504,13652893,WILEY
8869,JOURNAL OF VIROLOGICAL METHODS,01660934,18790984,ELSEVIER
8870,JOURNAL OF VIROLOGY,0022538X,10985514,AMER SOC MICROBIOLOGY
8871,JOURNAL OF VIRUS ERADICATION,20556640,20556659,MEDISCRIPT LTD
8872,JOURNAL OF VISCERAL SURGERY,18787886,18787886,"ELSEVIER MASSON, CORPORATION OFFICE"
8873,JOURNAL OF VISION,15347362,15347362,
8874,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,10473203,10959076,ACADEMIC PRESS INC ELSEVIER SCIENCE
8875,JOURNAL OF VISUAL CULTURE,14704129,17412994,SAGE PUBLICATIONS INC
8876,JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS,0145482X,15591476,SAGE PUBLICATIONS INC
8877,JOURNAL OF VISUALIZATION,13438875,18758975,SPRINGER
8878,JOURNAL OF VOCATIONAL BEHAVIOR,00018791,10959084,ACADEMIC PRESS INC ELSEVIER SCIENCE
8879,JOURNAL OF VOICE,08921997,18734588,MOSBY-ELSEVIER
8880,JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,03770273,18726097,ELSEVIER
8881,JOURNAL OF VOLCANOLOGY AND SEISMOLOGY,07420463,18197108,PLEIADES PUBLISHING INC
8882,JOURNAL OF WATER AND CLIMATE CHANGE,20402244,24089354,IWA PUBLISHING
8883,JOURNAL OF WATER AND HEALTH,14778920,19967829,IWA PUBLISHING
8884,JOURNAL OF WATER CHEMISTRY AND TECHNOLOGY,1063455X,1934936X,PLEIADES PUBLISHING INC
8885,JOURNAL OF WATER PROCESS ENGINEERING,22147144,22147144,ELSEVIER
8886,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,07339496,19435452,ASCE-AMER SOC CIVIL ENGINEERS
8887,JOURNAL OF WATER SANITATION AND HYGIENE FOR DEVELOPMENT,20439083,24089362,IWA PUBLISHING
8888,JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,0733950X,19435460,ASCE-AMER SOC CIVIL ENGINEERS
8889,JOURNAL OF WEB ENGINEERING,15409589,15445976,RIVER PUBLISHERS
8890,JOURNAL OF WEB SEMANTICS,15708268,18737749,ELSEVIER
8891,JOURNAL OF WILDLIFE DISEASES,00903558,19433700,"WILDLIFE DISEASE ASSOC, INC"
8892,JOURNAL OF WILDLIFE MANAGEMENT,0022541X,19372817,WILEY
8893,JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS,01676105,18728197,ELSEVIER
8894,JOURNAL OF WINE ECONOMICS,19314361,1931437X,CAMBRIDGE UNIV PRESS
8895,JOURNAL OF WOMEN & AGING,08952841,15407322,
8896,JOURNAL OF WOMEN POLITICS & POLICY,1554477X,15544788,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8897,JOURNAL OF WOMENS HEALTH,15409996,1931843X,"MARY ANN LIEBERT, INC"
8898,JOURNAL OF WOMENS HISTORY,10427961,15272036,JOHNS HOPKINS UNIV PRESS
8899,JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,02773813,15322319,TAYLOR & FRANCIS INC
8900,JOURNAL OF WOOD SCIENCE,14350211,16114663,SPRINGER JAPAN KK
8901,JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY- REVISTA DE PSICOLOGIA DEL TRABAJO Y DE LAS ORGANIZACIONES,15765962,21740534,
8902,JOURNAL OF WORLD BUSINESS,10909516,18785573,ELSEVIER SCIENCE INC
8903,JOURNAL OF WORLD ENERGY LAW & BUSINESS,17549957,17549965,OXFORD UNIV PRESS
8904,JOURNAL OF WORLD HISTORY,10456007,15278050,UNIV HAWAII PRESS
8905,JOURNAL OF WORLD PREHISTORY,08927537,15737802,SPRINGER
8906,JOURNAL OF WORLD TRADE,10116702,22102795,KLUWER LAW INT
8907,JOURNAL OF WOUND CARE,09690700,20522916,MA HEALTHCARE LTD
8908,JOURNAL OF WOUND OSTOMY AND CONTINENCE NURSING,10715754,15283976,LIPPINCOTT WILLIAMS & WILKINS
8909,JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,10002413,19930437,WUHAN UNIV TECHNOLOGY
8910,JOURNAL OF X-RAY SCIENCE AND TECHNOLOGY,08953996,10959114,IOS PRESS
8911,JOURNAL OF YOUTH AND ADOLESCENCE,00472891,15736601,SPRINGER/PLENUM PUBLISHERS
8912,JOURNAL OF YOUTH STUDIES,13676261,14699680,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8913,JOURNAL OF ZHEJIANG UNIVERSITY- SCIENCE A,1673565X,18621775,ZHEJIANG UNIV PRESS
8914,JOURNAL OF ZHEJIANG UNIVERSITY- SCIENCE B,16731581,18621783,ZHEJIANG UNIV PRESS
8915,JOURNAL OF ZOO AND WILDLIFE MEDICINE,10427260,19372825,AMER ASSOC ZOO VETERINARIANS
8916,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,09475745,14390469,WILEY
8917,JOURNAL OF ZOOLOGY,09528369,14697998,WILEY
8918,JOURNAL ON MULTIMODAL USER INTERFACES,17837677,17838738,SPRINGER
8919,JOURNALISM & MASS COMMUNICATION QUARTERLY,10776990,2161430X,SAGE PUBLICATIONS INC
8920,JOURNALISM PRACTICE,17512786,17512794,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8921,JOURNALISM STUDIES,1461670X,14699699,
8922,JOURNALISM,14648849,17413001,SAGE PUBLICATIONS INC
8923,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,10795006,1758535X,OXFORD UNIV PRESS INC
8924,JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,10795014,17585368,OXFORD UNIV PRESS INC
8925,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,1940087X,1940087X,
8926,JPAD-JOURNAL OF PREVENTION OF ALZHEIMERS DISEASE,22745807,24260266,ELSEVIER
8927,JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC,09334173,17890993,SPRINGER HEIDELBERG
8928,JSLS-JOURNAL OF THE SOCIETY OF LAPAROENDOSCOPIC SURGEONS,10868089,19383797,SOC LAPAROENDOSCOPIC SURGEONS
8929,JUDGMENT AND DECISION MAKING,19302975,19302975,CAMBRIDGE UNIV PRESS
8930,JUNCTURES-THE JOURNAL FOR THEMATIC DIALOGUE,11765119,11798912,OTAGO POLYTECHNIC-TE KURA MATATINI KI OTAGO
8931,JUNDISHAPUR JOURNAL OF MICROBIOLOGY,20083645,20084161,BRIEFLANDS
8932,JUNG JOURNAL-CULTURE & PSYCHE,19342039,19342047,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8933,JUSTICE QUARTERLY,07418825,17459109,
8934,JUVENILE AND FAMILY COURT JOURNAL,,17556988,WILEY
8935,KAFKAS UNIVERSITESI VETERINER FAKULTESI DERGISI,13006045,13092251,
8936,KAGAKU KOGAKU RONBUNSHU,0386216X,13499203,SOC CHEMICAL ENG JAPAN
8937,KANTIAN REVIEW,13694154,20442394,CAMBRIDGE UNIV PRESS
8938,KANT-STUDIEN,00228877,16131134,WALTER DE GRUYTER GMBH
8939,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,1607551X,24108650,WILEY
8940,KARDIOLOGIYA,00229040,24125660,RUSSIAN HEART FAILURE SOC
8941,KEATS-SHELLEY JOURNAL,04534387,,KEATS-SHELLEY ASSOC AMER INC
8942,KEATS-SHELLEY REVIEW,09524142,20421362,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
8943,KEDI JOURNAL OF EDUCATIONAL POLICY,17394341,17394341,
8944,KENNEDY INSTITUTE OF ETHICS JOURNAL,10546863,10863249,JOHNS HOPKINS UNIV PRESS
8945,KENYON REVIEW,0163075X,23278307,KENYON COLLEGE
8946,KERNTECHNIK,09323902,21958580,WALTER DE GRUYTER GMBH
8947,KEW BULLETIN,00755974,1874933X,SPRINGER LONDON LTD
